split,image_path,label_path,class_id,class_name,x_center,y_center,width,height,bbox_area,aspect_ratio,bbox_valid,model
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,4,Player,0.77109375,0.65859375,0.0640625,0.23671875,0.015164794921874999,0.27062706270627057,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,4,Player,0.59765625,0.63125,0.0578125,0.19765625,0.011427001953125002,0.29249011857707513,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,5,Ref,0.16640625,0.32421875,0.0484375,0.18359375,0.008892822265625001,0.26382978723404255,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,2,Hoop,0.6515625,0.234375,0.03359375,0.059375,0.00199462890625,0.5657894736842105,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,1,Clock,0.7078125,0.01640625,0.0234375,0.03203125,0.0007507324218749999,0.7317073170731708,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,4,Player,0.5671875,0.32734375,0.05390625,0.18515625,0.0099810791015625,0.2911392405063291,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,4,Player,0.7328125,0.6125,0.08359375,0.2046875,0.017110595703125,0.40839694656488545,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,0,Ball,0.76640625,0.67890625,0.02109375,0.0375,0.000791015625,0.5625000000000001,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_102223_jpg.rf.81232c63f7a481d9beb6ff1d315e121a.txt,3,Overlay,0.5,0.9390625,1.0,0.06875,0.06875,14.545454545454545,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.47109375,0.47109375,0.06171875,0.29609375,0.0182745361328125,0.20844327176781005,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.68671875,0.68203125,0.06875,0.2875,0.019765625,0.23913043478260873,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,5,Ref,0.50859375,0.91796875,0.0640625,0.1640625,0.01051025390625,0.3904761904761904,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.5921875,0.67578125,0.0734375,0.31640625,0.023236083984375,0.23209876543209879,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,5,Ref,0.55078125,0.44765625,0.06484375,0.259375,0.016818847656250004,0.25,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.08671875,0.82578125,0.08671875,0.3484375,0.030216064453125,0.24887892376681614,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,1,Clock,0.92421875,0.02109375,0.04375,0.0421875,0.001845703125,1.037037037037037,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,6,Scoreboard,0.86640625,0.875,0.17109375,0.1515625,0.025931396484374997,1.1288659793814433,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,2,Hoop,0.5859375,0.26875,0.0421875,0.0875,0.00369140625,0.4821428571428572,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.2234375,0.5859375,0.0546875,0.3890625,0.021276855468749998,0.14056224899598393,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.0421875,0.4171875,0.04140625,0.26796875,0.0110955810546875,0.15451895043731778,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.39375,0.4640625,0.07890625,0.303125,0.023918457031249996,0.2603092783505155,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,4,Player,0.32421875,0.4796875,0.05078125,0.29453125,0.0149566650390625,0.17241379310344826,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,0,Ball,0.4796875,0.12734375,0.02265625,0.03984375,0.0009027099609375,0.5686274509803921,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105069_jpg.rf.d79ec436880c20cd2a96cf0eff50ec3c.txt,3,Overlay,0.86640625,0.875,0.17265625,0.15390625,0.0265728759765625,1.1218274111675128,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,6,Scoreboard,0.8453125,0.8484375,0.19765625,0.0953125,0.018839111328124998,2.0737704918032787,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,5,Ref,0.1046875,0.75859375,0.06015625,0.24921875,0.0149920654296875,0.2413793103448276,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.57109375,0.4375,0.06875,0.21640625,0.014877929687500001,0.3176895306859206,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.3921875,0.5234375,0.0546875,0.23984375,0.013116455078125,0.22801302931596093,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.6859375,0.4078125,0.06015625,0.19609375,0.0117962646484375,0.30677290836653387,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.11328125,0.3375,0.05,0.19765625,0.009882812500000001,0.25296442687747034,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.08203125,0.2703125,0.04609375,0.2078125,0.009578857421875002,0.22180451127819548,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.44140625,0.44609375,0.0421875,0.2171875,0.00916259765625,0.19424460431654678,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.47578125,0.55703125,0.0546875,0.25625,0.014013671874999998,0.2134146341463415,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,5,Ref,0.88515625,0.32421875,0.02734375,0.165625,0.00452880859375,0.16509433962264153,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,4,Player,0.8390625,0.38828125,0.05078125,0.19609375,0.0099578857421875,0.2589641434262948,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,0,Ball,0.85,0.40546875,0.015625,0.0265625,0.0004150390625,0.5882352941176471,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,3,Overlay,0.55703125,0.846875,0.77109375,0.09453125,0.0728924560546875,8.15702479338843,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_105992_jpg.rf.90e0a4dd03de0125df40f27c55e72706.txt,3,Overlay,0.89921875,0.08046875,0.10859375,0.07265625,0.0078900146484375,1.4946236559139785,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,6,Scoreboard,0.83125,0.83125,0.19765625,0.0953125,0.018839111328124998,2.0737704918032787,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.303125,0.65703125,0.1109375,0.25703125,0.028514404296874997,0.4316109422492401,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.44140625,0.58828125,0.0484375,0.17421875,0.008438720703125001,0.27802690582959644,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.55546875,0.5421875,0.05078125,0.2015625,0.010235595703125001,0.25193798449612403,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,1,Clock,0.15078125,0.11171875,0.0328125,0.05703125,0.001871337890625,0.5753424657534247,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,5,Ref,0.70625,0.753125,0.0390625,0.2953125,0.01153564453125,0.1322751322751323,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.66328125,0.54453125,0.03359375,0.2375,0.007978515625,0.14144736842105263,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,5,Ref,0.1515625,0.69453125,0.04765625,0.23046875,0.0109832763671875,0.20677966101694914,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.45703125,0.40234375,0.0484375,0.203125,0.009838867187500001,0.23846153846153847,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,5,Ref,0.7421875,0.340625,0.034375,0.165625,0.005693359375,0.2075471698113208,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.39375,0.546875,0.03828125,0.21953125,0.008403930664062502,0.17437722419928825,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.27890625,0.7125,0.04921875,0.2078125,0.010228271484375,0.23684210526315788,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.3859375,0.459375,0.0359375,0.19609375,0.007047119140625,0.1832669322709163,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,2,Hoop,0.4,0.27109375,0.03203125,0.0578125,0.001851806640625,0.554054054054054,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,1,Clock,0.346875,0.0421875,0.0171875,0.084375,0.0014501953125000003,0.20370370370370372,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,4,Player,0.48515625,0.39765625,0.04921875,0.2,0.00984375,0.24609374999999997,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,0,Ball,0.1671875,0.6625,0.01796875,0.0328125,0.000589599609375,0.5476190476190476,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_106218_jpg.rf.b9f070d1a4fa7e50a0ff885f5dc11e55.txt,3,Overlay,0.83125,0.83125,0.20078125,0.1015625,0.020391845703124998,1.9769230769230768,True,ball_detector_model.pt
train,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\images\frame_107192_jpg.rf.7d85355a384d72eef3029d6100a73e89.jpg,D:\Basketball_analysis\training_notebooks\Basketball-Players-17\train\labels\frame_107192_jpg.rf.7d85355a384d72eef3029d6100a73e89.txt,4,Player,0.38671875,0.49140625,0.07265625,0.28515625,0.020718383789062503,0.2547945205479452,True,ball_detector_model.pt
